2024-01-02T11:21:07Z;19;
2024-01-02T11:21:12Z;20;
2024-01-02T11:21:18Z;28;
2024-01-02T11:21:23Z;28;
2024-01-02T11:21:28Z;28;
2024-01-02T11:21:07Z;19;
2024-01-02T11:21:12Z;28;
2024-01-02T11:21:18Z;28;
2024-01-02T11:21:23Z;28;
2024-01-02T11:21:28Z;28;
2024-01-02T11:21:34Z;28;
2024-01-02T11:21:39Z;28;
2024-01-02T11:21:44Z;28;
2024-01-02T11:21:49Z;28;
2024-01-02T11:21:54Z;28;
2024-01-02T11:22:00Z;28;
2024-01-02T11:22:05Z;28;
2024-01-02T11:21:07Z;19;
2024-01-02T11:21:12Z;20;
2024-01-02T11:21:18Z;20;
2024-01-02T11:21:23Z;20;
2024-01-02T11:21:28Z;20;
2024-01-02T11:21:34Z;20;
2024-01-02T11:21:39Z;20;
2024-01-02T11:21:44Z;20;
2024-01-02T11:21:49Z;20;
2024-01-02T11:21:54Z;20;
2024-01-02T11:22:00Z;20;
2024-01-02T11:22:05Z;20;
2024-01-02T11:22:10Z;20;
2024-01-02T11:22:15Z;20;
2024-01-02T11:22:20Z;20;
2024-01-02T11:22:25Z;20;
2024-01-02T11:22:31Z;20;
2024-01-02T11:22:36Z;20;
2024-01-02T11:22:41Z;20;
2024-01-02T11:22:46Z;20;
2024-01-02T11:22:51Z;20;
2024-01-02T11:22:56Z;20;
2024-01-02T11:23:02Z;20;
2024-01-02T11:23:07Z;20;
2024-01-02T11:23:12Z;20;
2024-01-02T11:23:17Z;20;
2024-01-02T11:23:22Z;20;
2024-01-02T11:23:28Z;20;
2024-01-02T11:23:33Z;20;
2024-01-02T11:21:07Z;19;
2024-01-02T11:23:02Z;20;
2024-01-02T11:23:07Z;20;
2024-01-02T11:23:12Z;20;
2024-01-02T11:23:17Z;20;
2024-01-02T11:23:22Z;20;
2024-01-02T11:23:28Z;20;
2024-01-02T11:23:33Z;20;
2024-01-02T11:23:38Z;21;
2024-01-02T11:23:43Z;21;
2024-01-02T11:29:42Z;58;
2024-01-02T11:31:26Z;79;
2024-01-02T11:31:32Z;21;
2024-01-02T11:31:37Z;02;
2024-01-02T11:31:42Z;04;
2024-01-02T11:31:48Z;05;
2024-01-02T11:31:53Z;87;
2024-01-02T11:31:58Z;08;
2024-01-02T11:32:36Z;98;
2024-01-02T11:32:41Z;100;
2024-01-02T11:32:46Z;101;
2024-01-02T11:33:12Z;108;
2024-01-02T11:33:18Z;109;
2024-01-02T11:33:23Z;110;
2024-01-02T11:33:54Z;119;
2024-01-02T11:33:59Z;120;
2024-01-02T11:34:30Z;128;
2024-01-02T11:56:19Z;420;
2024-01-02T11:56:24Z;420;
2024-01-02T11:58:07Z;430;
2024-01-02T12:20:12Z;470;
2024-01-02T12:20:17Z;470;
2024-01-02T12:20:23Z;470;
2024-01-02T11:21:07Z;19;
2024-01-02T11:23:02Z;20;
2024-01-02T11:23:07Z;20;
2024-01-02T11:23:12Z;20;
2024-01-02T11:23:17Z;20;
2024-01-02T11:23:22Z;20;
2024-01-02T11:23:28Z;20;
2024-01-02T11:23:33Z;20;
2024-01-02T11:23:38Z;21;
2024-01-02T11:23:43Z;21;
2024-01-02T11:29:42Z;58;
2024-01-02T11:31:26Z;79;
2024-01-02T11:31:32Z;81;
2024-01-02T11:31:37Z;82;
2024-01-02T11:31:42Z;84;
2024-01-02T11:31:48Z;85;
2024-01-02T11:31:53Z;87;
2024-01-02T11:31:58Z;88;
2024-01-02T11:32:36Z;98;
2024-01-02T11:32:41Z;100;
2024-01-02T11:32:46Z;101;
2024-01-02T11:33:12Z;108;
2024-01-02T11:33:18Z;109;
2024-01-02T11:33:23Z;110;
2024-01-02T11:33:54Z;119;
2024-01-02T11:33:59Z;120;
2024-01-02T11:34:30Z;128;
2024-01-02T11:56:19Z;420;
2024-01-02T11:56:24Z;420;
2024-01-02T11:58:07Z;430;
2024-01-02T12:20:12Z;470;
2024-01-02T12:20:17Z;470;
2024-01-02T12:20:23Z;470;
